annotation_idx,onset_time,duration,description,subject_id,subj_orgID,session_id,block_id,filename
2049,700.903503,0.0,PROBES_ONSET,sub_13_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_33,ses_1,1,sub_13_ses_1_2_cleaned_data_raw.fif
2072,703.541992,0.0,PROBES,sub_13_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_33,ses_1,1,sub_13_ses_1_2_cleaned_data_raw.fif
2111,707.242981,0.0,PROBES,sub_13_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_33,ses_1,1,sub_13_ses_1_2_cleaned_data_raw.fif
2152,712.025024,0.0,PROBES,sub_13_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_33,ses_1,1,sub_13_ses_1_2_cleaned_data_raw.fif
2362,783.376831,0.0,PROBES_ONSET,sub_13_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_33,ses_1,1,sub_13_ses_1_2_cleaned_data_raw.fif
2397,787.098999,0.0,PROBES,sub_13_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_33,ses_1,1,sub_13_ses_1_2_cleaned_data_raw.fif
2422,789.833984,0.0,PROBES,sub_13_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_33,ses_1,1,sub_13_ses_1_2_cleaned_data_raw.fif
2437,791.348999,0.0,PROBES,sub_13_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_33,ses_1,1,sub_13_ses_1_2_cleaned_data_raw.fif
2559,835.622681,0.0,PROBES_ONSET,sub_13_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_33,ses_1,1,sub_13_ses_1_2_cleaned_data_raw.fif
2586,838.304016,0.0,PROBES,sub_13_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_33,ses_1,1,sub_13_ses_1_2_cleaned_data_raw.fif
2599,839.622009,0.0,PROBES,sub_13_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_33,ses_1,1,sub_13_ses_1_2_cleaned_data_raw.fif
2607,840.955017,0.0,PROBES,sub_13_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_33,ses_1,1,sub_13_ses_1_2_cleaned_data_raw.fif
2770,902.519165,0.0,PROBES_ONSET,sub_13_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_33,ses_1,1,sub_13_ses_1_2_cleaned_data_raw.fif
2867,912.393982,0.0,PROBES,sub_13_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_33,ses_1,1,sub_13_ses_1_2_cleaned_data_raw.fif
2884,914.343994,0.0,PROBES,sub_13_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_33,ses_1,1,sub_13_ses_1_2_cleaned_data_raw.fif
2899,916.111023,0.0,PROBES,sub_13_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_33,ses_1,1,sub_13_ses_1_2_cleaned_data_raw.fif
3059,973.158508,0.0,PROBES_ONSET,sub_13_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_33,ses_1,1,sub_13_ses_1_2_cleaned_data_raw.fif
3074,975.184021,0.0,PROBES,sub_13_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_33,ses_1,1,sub_13_ses_1_2_cleaned_data_raw.fif
3083,976.41803,0.0,PROBES,sub_13_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_33,ses_1,1,sub_13_ses_1_2_cleaned_data_raw.fif
3120,980.200989,0.0,PROBES,sub_13_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_33,ses_1,1,sub_13_ses_1_2_cleaned_data_raw.fif
3190,1005.681274,0.0,PROBES_ONSET,sub_13_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_33,ses_1,1,sub_13_ses_1_2_cleaned_data_raw.fif
3231,1010.869995,0.0,PROBES,sub_13_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_33,ses_1,1,sub_13_ses_1_2_cleaned_data_raw.fif
3250,1012.903015,0.0,PROBES,sub_13_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_33,ses_1,1,sub_13_ses_1_2_cleaned_data_raw.fif
3274,1015.919983,0.0,PROBES,sub_13_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_33,ses_1,1,sub_13_ses_1_2_cleaned_data_raw.fif
34,52.612415,0.0,PROBES_ONSET,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
101,60.382,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
214,71.902,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
231,74.849998,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
296,139.428757,0.0,PROBES_ONSET,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
337,144.921997,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
344,146.373993,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
362,149.173996,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
419,194.236786,0.0,PROBES_ONSET,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
507,205.048004,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
525,207.145004,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
529,208.378998,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
608,265.446289,0.0,PROBES_ONSET,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
633,269.252014,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
640,270.634003,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
650,272.984009,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
726,330.037628,0.0,PROBES_ONSET,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
768,335.589996,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
781,337.290985,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
790,338.824005,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
863,393.634888,0.0,PROBES_ONSET,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
876,395.510986,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
911,399.878998,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
922,401.246002,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
1056,477.845917,0.0,PROBES_ONSET,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
1070,479.802002,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
1077,481.434998,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
1078,482.451996,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
1190,558.286682,0.0,PROBES_ONSET,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
1233,563.343018,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
1306,571.44397,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
1333,574.593994,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
1437,645.156555,0.0,PROBES_ONSET,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
1458,647.551025,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
1472,649.567993,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
1477,650.284973,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
1589,705.11377,0.0,PROBES_ONSET,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
1607,707.223022,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
1611,708.190002,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
1612,708.822998,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
1683,761.354614,0.0,PROBES_ONSET,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
1692,763.093994,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
1699,764.22699,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
1700,765.327026,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
1805,844.141541,0.0,PROBES_ONSET,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
1863,857.935974,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
1866,858.820007,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
1869,859.552002,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
1932,936.125854,0.0,PROBES_ONSET,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
1946,938.677002,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
1953,939.659973,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
1962,940.927979,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
1994,964.922729,0.0,PROBES_ONSET,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
2015,967.47998,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
2044,970.830017,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
2048,972.013,0.0,PROBES,sub_22_ses_1_2_cleaned_data_raw.fif,CLONESA_G1_sub_42,ses_1,1,sub_22_ses_1_2_cleaned_data_raw.fif
9,68.36496,0.0,PROBES_ONSET,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
23,70.803001,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
47,74.502998,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
69,76.720001,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
94,133.807251,0.0,PROBES_ONSET,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
99,135.257996,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
119,139.227005,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
130,140.876007,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
187,217.485107,0.0,PROBES_ONSET,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
202,219.382004,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
211,220.817001,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
220,222.167007,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
283,294.246613,0.0,PROBES_ONSET,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
294,295.77301,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
306,297.955994,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
325,300.540009,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
360,372.610229,0.0,PROBES_ONSET,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
373,374.713013,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
382,376.131012,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
391,377.630005,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
430,421.171478,0.0,PROBES_ONSET,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
438,422.618011,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
445,423.618011,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
454,425.152008,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
511,506.226105,0.0,PROBES_ONSET,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
529,509.143005,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
535,510.274994,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
560,513.758972,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
623,560.289246,0.0,PROBES_ONSET,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
633,561.846008,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
649,565.197021,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
661,566.596985,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
764,623.64209,0.0,PROBES_ONSET,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
771,625.385986,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
776,626.018982,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
793,628.52002,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
826,677.30304,0.0,PROBES_ONSET,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
833,678.690979,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
840,679.791016,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
851,681.541016,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
910,742.326172,0.0,PROBES_ONSET,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
917,743.629028,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
924,744.830017,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
933,746.22998,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
976,818.267822,0.0,PROBES_ONSET,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
979,820.252991,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
984,821.320007,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
991,822.169983,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
1009,846.963684,0.0,PROBES_ONSET,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
1016,848.676025,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
1023,849.890015,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
1032,851.66803,0.0,PROBES,sub_04_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_24,ses_2,1,sub_04_ses_2_2_cleaned_data_raw.fif
140,61.603313,0.0,PROBES_ONSET,sub_03_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_2,1,sub_03_ses_2_2_cleaned_data_raw.fif
195,70.455002,0.0,PROBES,sub_03_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_2,1,sub_03_ses_2_2_cleaned_data_raw.fif
224,73.872002,0.0,PROBES,sub_03_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_2,1,sub_03_ses_2_2_cleaned_data_raw.fif
270,79.522003,0.0,PROBES,sub_03_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_2,1,sub_03_ses_2_2_cleaned_data_raw.fif
348,152.396027,0.0,PROBES_ONSET,sub_03_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_2,1,sub_03_ses_2_2_cleaned_data_raw.fif
373,155.979004,0.0,PROBES,sub_03_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_2,1,sub_03_ses_2_2_cleaned_data_raw.fif
382,157.910995,0.0,PROBES,sub_03_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_2,1,sub_03_ses_2_2_cleaned_data_raw.fif
407,160.496002,0.0,PROBES,sub_03_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_2,1,sub_03_ses_2_2_cleaned_data_raw.fif
452,215.315155,0.0,PROBES_ONSET,sub_03_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_2,1,sub_03_ses_2_2_cleaned_data_raw.fif
471,225.151001,0.0,PROBES,sub_03_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_2,1,sub_03_ses_2_2_cleaned_data_raw.fif
473,226.417999,0.0,PROBES,sub_03_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_2,1,sub_03_ses_2_2_cleaned_data_raw.fif
484,228.285995,0.0,PROBES,sub_03_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_2,1,sub_03_ses_2_2_cleaned_data_raw.fif
532,294.368866,0.0,PROBES_ONSET,sub_03_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_2,1,sub_03_ses_2_2_cleaned_data_raw.fif
536,301.074005,0.0,PROBES,sub_03_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_2,1,sub_03_ses_2_2_cleaned_data_raw.fif
555,314.191986,0.0,PROBES,sub_03_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_2,1,sub_03_ses_2_2_cleaned_data_raw.fif
562,314.908997,0.0,PROBES,sub_03_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_2,1,sub_03_ses_2_2_cleaned_data_raw.fif
572,363.703796,0.0,PROBES_ONSET,sub_03_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_2,1,sub_03_ses_2_2_cleaned_data_raw.fif
586,367.681,0.0,PROBES,sub_03_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_2,1,sub_03_ses_2_2_cleaned_data_raw.fif
594,368.563995,0.0,PROBES,sub_03_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_2,1,sub_03_ses_2_2_cleaned_data_raw.fif
599,369.179993,0.0,PROBES,sub_03_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_2,1,sub_03_ses_2_2_cleaned_data_raw.fif
628,423.246796,0.0,PROBES_ONSET,sub_03_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_2,1,sub_03_ses_2_2_cleaned_data_raw.fif
642,432.335999,0.0,PROBES,sub_03_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_2,1,sub_03_ses_2_2_cleaned_data_raw.fif
645,434.402008,0.0,PROBES,sub_03_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_2,1,sub_03_ses_2_2_cleaned_data_raw.fif
654,435.385986,0.0,PROBES,sub_03_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_2,1,sub_03_ses_2_2_cleaned_data_raw.fif
661,504.443085,0.0,PROBES_ONSET,sub_03_ses_2_2_cleaned_data_raw.fif,CLONESA_G1_sub_23,ses_2,1,sub_03_ses_2_2_cleaned_data_raw.fif
